Frame	Head.X	Head.Y	Feet.X	Feet.Y	Height
156	799	173	782	491	174.5
145	808	200	798	557	174.5
134	850	241	811	641	174.5
167	778	150	780	435	174.5
189	747	120	751	356	174.5
212	695	98	696	303	174.5
234	662	83	667	262	174.5
314	539	70	541	220	174.5
347	528	87	526	269	174.5
380	500	115	509	341	174.5
412	485	162	494	458	174.5
444	401	265	455	682	174.5
802	594	193	603	552	174.5
833	617	130	614	390	174.5
863	605	98	611	297	174.5

