Frame	Head.X	Head.Y	Feet.X	Feet.Y	Height
319	752	208	751	258	184.5
554	769	216	768	278	184.5
637	751	221	749	291	184.5
801	713	232	711	315	184.5
976	704	258	704	378	184.5
1046	685	271	684	409	184.5
1104	680	288	682	447	184.5
1151	644	305	642	486	184.5
1206	575	327	577	535	184.5
1244	527	355	525	598	184.5
1267	456	401	471	694	184.5

