Frame	Head.X	Head.Y	Feet.X	Feet.Y	Height
234	833	232	831	309	179.5
272	845	235	842	318	179.5
334	847	238	846	325	179.5
381	861	241	856	333	179.5
433	873	246	872	344	179.5
477	880	252	879	356	179.5
533	883	258	880	369	179.5
613	887	268	883	387	179.5
661	890	281	889	419	179.5
709	901	291	896	445	179.5
788	899	307	896	476	179.5
808	897	323	892	513	179.5
839	875	343	875	559	179.5
892	858	377	845	628	179.5

