Frame	Head.X	Head.Y	Feet.X	Feet.Y	Height
275	805	237	801	312	173
351	796	246	796	328	173
403	796	250	792	340	173
430	791	255	792	354	173
511	773	261	771	368	173
547	752	270	752	386	173
571	739	280	736	406	173
626	710	291	712	432	173
668	694	307	689	464	173
713	657	327	660	508	173
770	596	367	595	586	173
813	553	408	550	678	173

