Frame	Head.X	Head.Y	Feet.X	Feet.Y	Height
372	752	234	748	305	169.5
447	761	240	757	319	169.5
516	775	245	772	331	169.5
642	760	254	757	349	169.5
689	738	268	734	381	169.5
736	740	277	741	399	169.5
771	760	291	756	422	169.5
833	745	303	745	449	169.5
857	742	317	740	482	169.5
894	712	336	714	528	169.5
941	676	369	679	581	169.5
982	644	408	651	666	169.5

