Frame	Head.X	Head.Y	Feet.X	Feet.Y	Height
154	716	231	714	308	176.5
186	716	235	713	314	176.5
265	718	240	718	330	176.5
304	711	245	709	342	176.5
375	699	257	701	366	176.5
450	693	271	690	397	176.5
494	678	281	678	419	176.5
569	653	302	650	469	176.5
623	628	321	630	509	176.5
661	610	346	610	558	176.5
711	563	379	567	632	176.5

