Frame	Head.X	Head.Y	Feet.X	Feet.Y	Height
314	728	250	725	348	176.5
342	712	255	711	362	176.5
363	717	264	713	378	176.5
409	735	272	732	397	176.5
467	752	281	749	416	176.5
532	749	292	746	441	176.5
571	760	308	757	471	176.5
634	746	324	743	512	176.5
679	760	350	749	564	176.5
729	732	383	733	637	176.5
770	700	409	700	695	176.5

