Frame	Head.X	Head.Y	Feet.X	Feet.Y	Height
430	757	234	754	305	170.5
507	754	241	753	317	170.5
584	733	246	730	333	170.5
656	701	255	699	354	170.5
704	694	264	691	370	170.5
772	678	279	677	399	170.5
861	652	298	648	442	170.5
903	618	315	616	472	170.5
942	603	337	599	514	170.5
990	562	366	562	572	170.5
1055	505	406	506	643	170.5

