Frame	Head.X	Head.Y	Feet.X	Feet.Y	Height
2701	919	211	893	623	170
2710	960	168	926	543	170
2717	957	142	948	493	170
2727	965	115	941	432	170
2735	952	91	938	383	170
2744	938	72	916	341	170
2752	909	58	911	311	170
2763	894	40	876	270	170
2772	871	29	867	244	170
2781	857	20	845	219	170
2789	841	10	837	200	170
2797	832	3	813	188	170

