Frame	Head.X	Head.Y	Feet.X	Feet.Y	Height
481	786	464	780	874	210
631	765	408	763	750	210
775	788	368	784	651	210
958	789	339	788	582	210
1108	800	322	802	535	210
1853	803	312	802	507	210
2328	365	479	414	888	210
2509	397	407	425	732	210
2688	430	367	449	639	210
2894	439	342	453	573	210
3054	443	326	454	529	210
3355	37	471	105	825	210
3515	106	425	150	729	210
3723	196	381	227	635	210
4182	283	354	305	581	210

