Frame	Head.X	Head.Y	Feet.X	Feet.Y	Height
191	692	155	693	229	176.5
236	683	160	687	243	176.5
280	680	166	683	254	176.5
312	671	174	670	275	176.5
394	654	185	661	300	176.5
449	625	202	629	336	176.5
495	573	226	583	384	176.5
527	515	258	528	449	176.5
558	423	318	448	559	176.5
575	347	378	396	661	176.5

