Frame	Head.X	Head.Y	Feet.X	Feet.Y	Height
187	745	153	747	223	169.5
226	724	163	727	243	169.5
252	712	173	712	260	169.5
277	681	184	687	285	169.5
308	650	198	653	315	169.5
347	595	219	600	355	169.5
374	547	247	553	411	169.5
394	462	293	488	494	169.5
414	378	344	416	579	169.5
457	349	378	385	627	169.5

