Frame	Head.X	Head.Y	Feet.X	Feet.Y	Height
2356	893	194	882	642	170
2362	883	163	850	556	170
2369	857	131	837	499	170
2376	871	107	845	437	170
2383	862	88	848	390	170
2391	878	68	862	351	170
2397	875	54	863	319	170
2404	880	41	868	283	170
2411	863	30	853	259	170
2418	865	21	853	235	170
2426	856	9	854	216	170

