Frame	Head.X	Head.Y	Feet.X	Feet.Y	Height
3118	631	8	640	134	170
3125	625	12	631	147	170
3133	610	23	619	174	170
3139	600	33	606	183	170
3147	571	45	591	207	170
3154	553	58	566	234	170
3161	516	76	541	267	170
3167	489	95	513	303	170
3174	440	121	474	350	170
3181	406	153	442	400	170
3188	343	196	403	458	170
3195	290	246	364	531	170
3202	209	314	312	628	170

