Frame	Head.X	Head.Y	Feet.X	Feet.Y	Height
2046	1014	203	963	677	182
2054	977	154	959	586	182
2061	979	121	945	507	182
2069	958	92	948	443	182
2075	957	74	928	395	182
2082	951	57	934	354	182
2089	949	45	929	314	182
2097	926	29	922	278	182
2103	918	16	916	253	182
2109	895	6	895	230	182
2114	892	4	875	205	182

