Frame	Head.X	Head.Y	Feet.X	Feet.Y	Height
3612	607	5	611	136	180
3617	596	6	604	144	180
3625	577	14	591	159	180
3634	556	24	572	180	180
3642	529	36	550	201	180
3651	504	49	523	227	180
3659	469	65	498	257	180
3667	437	81	461	292	180
3676	388	111	433	332	180
3684	341	137	389	386	180
3691	285	174	351	443	180
3700	212	224	293	508	180
3706	131	285	243	600	180

