Frame	Head.X	Head.Y	Feet.X	Feet.Y	Height
2893	1080	235	1038	676	172
2901	1054	191	1012	580	172
2907	1015	151	993	522	172
2914	996	125	963	464	172
2921	964	103	948	417	172
2928	948	84	935	371	172
2936	919	66	914	328	172
2942	910	51	898	299	172
2949	883	37	881	269	172
2956	869	24	862	243	172
2963	847	16	845	217	172
2970	828	4	826	201	172
2977	808	0	807	180	172

