Frame	Head.X	Head.Y	Feet.X	Feet.Y	Height
595	701	190	676	531	172
602	671	166	674	460	172
609	660	144	659	412	172
617	638	123	646	365	172
624	630	112	629	337	172
631	609	105	615	303	172
638	602	94	602	282	172
646	581	86	591	259	172
653	567	80	571	241	172
661	536	74	548	226	172
667	516	71	527	215	172
674	476	69	493	211	172

