Frame	Head.X	Head.Y	Feet.X	Feet.Y	Height
201	57	170	105	554	174.5
221	155	116	183	442	174.5
256	382	64	392	338	174.5
299	639	68	637	350	174.5
354	676	102	668	422	174.5
372	661	128	669	483	174.5
388	664	163	653	541	174.5
401	638	195	648	619	174.5
786	1163	147	1144	499	174.5
829	1102	118	1086	449	174.5
875	1019	92	1012	402	174.5
886	956	71	945	363	174.5
909	861	42	843	300	174.5
951	831	19	826	246	174.5

