Frame	Head.X	Head.Y	Feet.X	Feet.Y	Height
4786	689	6	694	123	173
4799	671	12	676	144	173
4807	661	19	665	158	173
4817	639	28	649	179	173
4826	619	39	626	199	173
4835	592	50	605	219	173
4844	563	64	573	248	173
4853	524	79	540	277	173
4863	485	104	510	317	173
4872	440	127	469	359	173
4881	394	157	434	409	173
4890	328	191	386	465	173
4900	244	253	317	547	173
4908	147	315	252	631	173

