Frame	Head.X	Head.Y	Feet.X	Feet.Y	Height
959	565	24	567	191	173
967	589	29	590	208	173
974	611	36	604	227	173
982	620	46	625	251	173
989	631	57	625	281	173
996	630	65	623	307	173
1003	647	78	634	345	173
1011	653	97	654	391	173
1018	671	121	663	445	173
1026	675	151	666	517	173
1033	699	189	673	602	173

