Frame	Head.X	Head.Y	Feet.X	Feet.Y	Height
53	541	17	539	187	174.5
85	586	40	589	247	174.5
115	559	73	547	341	174.5
136	526	113	517	445	174.5
156	488	183	489	606	174.5
362	710	199	671	642	174.5
384	696	124	672	465	174.5
415	676	65	674	321	174.5
447	664	37	655	236	174.5
496	741	33	735	210	174.5
591	806	57	790	283	174.5
622	866	106	842	407	174.5
642	907	163	857	533	174.5
653	955	213	889	626	174.5

