Frame	Head.X	Head.Y	Feet.X	Feet.Y	Height
199	114	231	160	688	180
383	205	169	231	559	180
640	163	129	188	466	180
908	473	352	501	958	180
1154	518	257	531	763	180
1339	500	178	511	592	180
1580	496	127	503	470	180
1900	925	352	893	953	180
2066	892	246	877	738	180
2221	841	165	831	560	180
2977	1174	306	1124	846	180
3164	1103	226	1068	691	180
3371	1079	169	1058	561	180
3620	1044	121	1032	449	180

