Frame	Head.X	Head.Y	Feet.X	Feet.Y	Height
174	116	150	158	689	210
387	200	104	232	560	210
643	159	74	187	465	210
916	475	239	498	957	210
1156	518	164	535	762	210
1342	498	107	509	590	210
1582	495	67	503	470	210
1907	924	239	892	953	210
2376	891	158	873	736	210
2523	843	97	832	560	210
2742	799	67	795	468	210
3285	1178	207	1121	844	210
3472	1107	147	1068	690	210
3679	1082	103	1056	562	210
4236	1047	67	1032	449	210

