Frame	Head.X	Head.Y	Feet.X	Feet.Y	Height
174	123	283	159	687	160
381	207	214	231	560	160
643	165	167	188	465	160
910	478	426	500	960	160
1155	520	316	532	763	160
1336	500	224	510	592	160
1577	496	166	503	470	160
1901	921	425	894	953	160
2069	890	303	874	737	160
2219	840	210	831	560	160
2442	798	164	795	468	160
2979	1171	372	1121	845	160
3162	1099	285	1068	692	160
3370	1076	212	1056	562	160
3617	1046	159	1032	450	160

